Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
2,Mandate For General Organisations,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-general-organisations.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Fail,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-general-organisations.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
3,Business Price List,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-price-list.pdf,Complete,Complete,True,Pass,Pass,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-price-list.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,"There are 37 places in the document where the colour of the text isn't different enough from the colour behind it, making it harder to read.",Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
4,Hsbcuk Account Closure Form,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/hsbcuk-account-closure-form.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/hsbcuk-account-closure-form.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
5,Change Of Address Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/change-of-address-form.pdf,Complete,Complete,True,Fail,Fail,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/change-of-address-form.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","The PDF's document properties don't have a proper title set, or the PDF is configured to show the filename in the title bar instead of a meaningful title. ",Accessibility permission flag [PASS] | One or more form fields are missing /TU tooltips. | Document title metadata is missing.,"the document is missing bookmarks. If the PDF is longer than a few pages and has no bookmark panel, that's a failure, users (including screen reader users) have no way to jump between sections.",Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
6,Business Banking Terms And Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-banking-terms-and-conditions.pdf,Complete,Complete,True,Fail,Pass,False,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-banking-terms-and-conditions.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",there's at least one element in the PDF that's using an incorrect or invalid tag type.,The file meets all machine-verifiable PDF/UA requirements.,"WCAG Failures,1.3 Adaptable 2 failures, there are two places where the visual structure of the document isn't reflected in the tags. 1.4 Distinguishable, 5  instances of text that doesn't meet the 4.5:1 (normal text) or 3:1 (large text) contrast ratio. 4.1 Compatible The 6 warnings likely mean there are interactive elements (links, form fields, or buttons) where the accessible name or role isn't quite right but isn't definitively broken",Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
7,Invoice Discounting Smart Form,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/invoice-discounting-smart-form.pdf,Complete,Complete,True,Fail,Fail,True,Fail,Pass,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/invoice-discounting-smart-form.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document language present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic reuriments 
Fonts, 1 failure
Natural language, 14

Metadata and Settings
Metadata, 2 failures
Document settings, 2 failures",PDF catalog is missing /Lang. | Document title metadata is missing.,"1 Perceivable
1.3 Adaptable, 1 Failures

2 Operable
2.4 Navigable, 2 Failures

3 Understandable
3.1 Readable, 14 Failures",The file meets all machine-verifiable WCAG requirements (Level A and AA).,Not Started
9,Managing Service Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/managing-service-guide.pdf,Blocked,Blocked,True,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",404.0,The source PDF could not be retrieved for accessibility testing.,404.0,The source PDF resolved to a not-found or non-PDF destination.,Not Started
10,Mandate Continuation Sheet For Additional Signatories,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-additional-signatories.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-additional-signatories.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
11,State Recon Temp,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/state-recon-temp.xlsx,Blocked,Blocked,True,,,False,,Fail,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/state-recon-temp.xlsx,REVIEW_REQUIRED,NEEDS_MANUAL_REVIEW,"Unexpected landing page, URL is expected file",Xlsx FIle Needs manual review ,The source PDF could not be retrieved for accessibility testing.,Xlsx FIle Needs manual review ,The source PDF resolved to a not-found or non-PDF destination.,Not Started
12,Mandate For General Partnerships And Limited Partnerships,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-general-partnerships-and-limited-partnerships.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Fail,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-general-partnerships-and-limited-partnerships.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
13,Standard Price List Effective From 3 June 2024,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/standard-price-list-effective-from-3-june-2024.pdf,Complete,Complete,True,Fail,Fail,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/standard-price-list-effective-from-3-june-2024.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","3 fonts not embedded
20,426 content items not tagged
1 structure tree warning
1 metadata field missing
",Accessibility permission flag [PASS] | Document title metadata is missing.,"20,429 content items not properly tagged (1.3 Adaptable)
1 navigation failure — missing bookmarks or document title (2.4 Navigable)
1 compatibility warning — link or form field naming issue (4.1 Compatible)",Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
14,Business Banking Price List,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-banking-price-list.pdf,Complete,Complete,True,Pass,Pass,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/PDFs/regulations/business-price-list.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,37 colour contrast failures (1.4 Distinguishable),Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
15,Mandate Continuation Sheet For Additional Accounts,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-additional-accounts.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-additional-accounts.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
16,Signatories Of A Corporate Partner Trustee Executor Administrator Signatory,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/signatories-of-a-corporate-partner-trustee-executor-administrator-signatory.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/signatories-of-a-corporate-partner-trustee-executor-administrator-signatory.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
17,Mandate Continuation Sheet For Specific Signing Rules,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-specific-signing-rules.pdf,Complete,Complete,True,Pass,Pass,True,Pass,Pass,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-continuation-sheet-for-specific-signing-rules.pdf,DIRECT_FILE_OK,FAIL,"Form fields have tooltips, Adobe accessibility check, Colour contrast machine check, Reading order machine check",The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable PDF/UA requirements.,The file meets all machine-verifiable WCAG requirements (Level A and AA).,The file meets all machine-verifiable WCAG requirements (Level A and AA).,Complete
18,Presentation Export Doc Cover,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/presentation-export-doc-cover.pdf,Blocked,Blocked,True,Fail,Fail,True,Fail,Fail,True,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/presentation-export-doc-cover.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, Form fields have tooltips, At least one heading present, Lists use L tag, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.
You want us to create an accessible file from your PDF according to PDF/UA and WCAG? Then send your file to our axesService.","Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged color contrast for manual review. This typically indicates text/background contrast may not meet accessibility expectations.,Complete
